,Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни
216,Республика Ингушетия ,2005,46.6,136.6,27.0,63.6,553.0,25860.23717948718,212.5,8020.0,1.0,0.2,166.34758771929825,73.45
217,Республика Ингушетия ,2010,49.6,139.0,33.8,70.1,827.9,25860.23717948718,231.4,4004.0,1.0,0.0,166.34758771929825,74.71
38,Республика Ингушетия ,2011,47.8,133.8,34.1,110.25,943.5,23687.0,204.5,4004.0,0.1,0.0,87.0,76.29
124,Республика Ингушетия ,2012,47.0,130.4,36.5,110.25,919.4,23687.0,182.2,4106.0,0.2,0.0,87.0,77.8
210,Республика Ингушетия ,2013,46.1,128.2,37.7,77.1,979.6,23687.0,166.7,4106.0,0.6,0.0,87.0,78.84
296,Республика Ингушетия ,2014,49.2,135.3,39.8,80.8,915.8,23687.0,164.2,4206.0,0.4,0.0,87.0,79.42
218,Республика Ингушетия ,2015,48.9,149.3,39.4,83.5,751.7,25860.23717948718,152.0,5576.0,0.4,0.1,166.34758771929825,80.05
382,Республика Ингушетия ,2016,48.2,151.4,40.9,85.5,600.6,23687.0,155.5,4707.0,1.0,147.0,87.0,80.82
468,Республика Ингушетия ,2017,45.0,151.5,45.8,87.0,575.2,23687.0,146.4,4707.0,1.0,147.0,87.0,81.59
219,Республика Ингушетия ,2019,44.1,201.7,44.4,80.1,548.6,25860.23717948718,142.0,5378.0,8.0,0.1,166.34758771929825,83.4
220,Республика Ингушетия ,2020,48.7,200.3,44.7,86.6,549.2,25860.23717948718,183.7,5256.0,2.0,0.1,166.34758771929825,81.48
221,Республика Ингушетия ,2021,45.8,133.0,44.9,86.3,557.1,25860.23717948718,174.0,5326.0,2.0,0.1,166.34758771929825,80.52
180,Республика Калмыкия,2005,133.8,255.6,48.7,134.6,700.6,2392.0,615.0,17330.0,3.0,0.4,36.0,67.24
181,Республика Калмыкия,2010,95.0,241.2,46.7,118.4,680.0,7774.0,549.0,8223.0,3.0,0.2,29.0,69.35
30,Республика Калмыкия,2011,95.8,248.8,50.1,110.25,667.9,8829.0,526.1,8003.0,4.0,0.1,33.0,70.8
116,Республика Калмыкия,2012,92.3,272.4,51.9,110.25,719.8,10190.0,509.9,7153.0,4.0,0.2,20.0,71.22
202,Республика Калмыкия,2013,93.3,275.3,53.5,116.3,694.3,11311.0,505.5,5823.0,7.0,0.3,26.0,71.35
288,Республика Калмыкия,2014,87.3,279.7,54.1,116.4,660.6,12398.0,452.4,5503.0,5.0,0.4,14.0,72.03
182,Республика Калмыкия,2015,86.2,271.2,53.3,113.1,658.5,15276.0,472.5,5433.0,3.0,0.3,12.0,72.15
374,Республика Калмыкия,2016,77.4,272.4,52.0,112.5,719.9,14351.0,427.7,4739.0,2.0,0.5,15.0,73.35
460,Республика Калмыкия,2017,78.2,276.6,53.7,110.2,703.6,14730.0,405.5,4252.0,3.0,0.4,15.0,73.54
183,Республика Калмыкия,2019,78.8,278.4,50.2,108.3,743.2,18508.0,401.3,3773.0,6.0,0.1,18.0,74.84
184,Республика Калмыкия,2020,77.3,282.9,49.9,107.0,650.8,19816.0,445.1,3676.0,3.0,0.4,15.0,72.93
185,Республика Калмыкия,2021,79.4,302.4,49.4,104.9,753.2,21319.0,509.0,3697.0,4.0,0.2800000000000001,6.0,71.4
108,Республика Карелия,2005,120.9,243.1,50.5,131.3,1027.1,7278.0,1191.9,21857.0,129.0,154.0,205.0,61.84
109,Республика Карелия,2010,106.0,248.9,50.4,128.0,1078.8,16046.0,908.0,21857.0,108.0,140.0,190.0,66.42
17,Республика Карелия,2011,101.1,256.3,50.4,110.25,1100.9,17543.0,789.4,23110.0,96.0,108.0,175.0,67.95
103,Республика Карелия,2012,107.4,269.9,51.7,110.25,1076.1,20058.0,793.1,24034.0,107.0,93.0,177.0,68.0
189,Республика Карелия,2013,100.4,293.4,51.9,123.6,1115.4,21494.0,722.9,23290.0,119.0,71.0,220.0,69.19
275,Республика Карелия,2014,87.1,273.1,50.7,117.6,1113.8,22939.0,722.7,23561.0,95.0,80.0,222.0,69.36
110,Республика Карелия,2015,77.9,274.3,48.4,114.5,1114.3,25859.0,749.7,21857.0,96.0,72.0,205.0,69.16
361,Республика Карелия,2016,75.5,283.6,50.0,116.3,1126.2,25747.0,684.0,24356.0,116.0,92.0,221.0,69.78
447,Республика Карелия,2017,74.7,289.1,51.6,121.7,1175.1,26740.0,638.0,22822.0,114.0,105.0,221.0,70.65
111,Республика Карелия,2019,74.9,298.1,51.7,114.2,1165.7,30854.0,618.7,21857.0,122.0,98.0,222.0,71.46
112,Республика Карелия,2020,78.4,298.3,52.9,110.7,1067.7,32596.0,744.2,21857.0,129.0,129.0,171.0,69.63
113,Республика Карелия,2021,76.2,306.0,53.5,108.4,1246.9,35173.0,853.1,21857.0,136.0,149.0,121.0,67.31
114,Республика Коми,2005,115.4,343.4,45.0,139.3,960.4,11452.0,1069.3,21812.0,671.0,323.0,133.0,62.12
115,Республика Коми,2010,111.7,367.9,47.5,145.6,1035.2,22260.0,796.6,23290.0,595.0,363.0,117.0,66.87
18,Республика Коми,2011,111.5,374.2,47.8,110.25,1047.2,23925.0,741.2,22513.0,712.0,336.0,129.0,67.95
104,Республика Коми,2012,109.5,374.6,48.4,110.25,1053.5,27040.0,721.8,21142.0,688.0,413.0,120.0,68.33
190,Республика Коми,2013,104.9,380.4,48.7,146.6,1047.4,29335.0,682.4,21679.0,774.0,383.0,106.0,69.27
276,Республика Коми,2014,102.7,390.5,48.7,148.3,1054.8,30844.0,700.1,21158.0,707.0,379.0,108.0,69.05
116,Республика Коми,2015,103.3,397.2,48.4,153.4,1072.0,31221.0,701.1,21569.0,612.0,364.0,117.0,69.4
362,Республика Коми,2016,101.5,404.1,50.2,146.9,1121.2,31529.0,691.1,21052.0,569.0,355.0,110.0,69.45
448,Республика Коми,2017,100.2,404.7,51.4,145.8,1158.5,31181.0,602.4,19534.0,451.0,664.0,262.0,71.05
117,Республика Коми,2019,97.6,409.5,51.4,143.7,1082.0,35428.0,608.3,16757.0,392.0,322.0,269.0,71.3
118,Республика Коми,2020,96.4,407.0,51.0,143.6,924.3,36687.0,658.3,15563.0,350.0,274.0,171.0,70.3
119,Республика Коми,2021,90.8,426.8,50.1,142.3,1043.8,38880.0,748.6,14143.0,370.0,282.0,176.0,68.32
31,Республика Крым,2011,90.1,269.4,47.6,110.25,795.85,23687.0,632.4,21857.0,94.5,147.0,87.0,69.9
117,Республика Крым,2012,90.1,269.4,47.6,110.25,795.85,23687.0,632.4,21857.0,94.5,147.0,87.0,69.9
203,Республика Крым,2013,90.1,269.4,47.6,110.25,795.85,23687.0,632.4,21857.0,94.5,147.0,87.0,69.9
289,Республика Крым,2014,86.1,131.5,42.2,94.0,537.4,23687.0,558.2,13990.0,21.0,148.0,52.0,70.74
375,Республика Крым,2016,76.0,176.9,44.2,107.2,520.2,18071.0,606.5,31880.0,31.0,56.0,7.0,70.74
461,Республика Крым,2017,79.0,188.6,44.1,105.4,506.8,20128.0,524.3,33077.0,29.0,60.0,83.0,72.0
258,Республика Марий Эл,2005,124.7,304.5,34.1,121.9,743.3,3376.0,950.6,21857.0,29.0,7.0,64.0,63.53
259,Республика Марий Эл,2010,111.5,292.3,33.5,119.5,864.0,10336.0,735.8,21857.0,33.0,10.0,60.0,67.34
45,Республика Марий Эл,2011,101.0,306.9,34.6,110.25,863.5,11328.0,724.6,15522.0,29.0,9.0,57.0,68.31
131,Республика Марий Эл,2012,99.8,308.7,34.7,110.25,894.7,12532.0,664.1,15422.0,34.0,10.0,51.0,69.04
217,Республика Марий Эл,2013,98.6,311.1,35.0,113.3,869.8,14517.0,662.2,15422.0,27.0,7.0,55.0,69.3
303,Республика Марий Эл,2014,95.7,309.4,35.0,110.2,882.4,16374.0,687.6,15384.0,25.0,9.0,50.0,69.42
260,Республика Марий Эл,2015,90.3,311.4,34.8,105.9,915.0,18550.0,668.3,21857.0,22.0,10.0,49.0,69.8
389,Республика Марий Эл,2016,83.5,319.4,35.6,105.2,935.7,18672.0,605.7,15957.0,36.0,8.0,48.0,70.75
475,Республика Марий Эл,2017,82.0,320.6,36.4,106.1,929.4,19017.0,525.1,15957.0,35.0,8.0,45.0,72.24
261,Республика Марий Эл,2019,78.3,319.2,36.2,102.9,995.7,20877.0,510.2,21857.0,37.0,11.0,50.0,72.9
262,Республика Марий Эл,2020,81.0,319.9,36.4,101.7,904.8,21271.0,589.3,21857.0,55.0,10.0,51.0,71.05
263,Республика Марий Эл,2021,82.1,327.3,37.0,99.3,1002.3,23185.0,676.7,21857.0,39.0,12.0,29.0,69.46
264,Республика Мордовия,2005,125.7,201.5,51.4,129.2,681.8,4103.0,744.4,21857.0,37.0,485.0,53.0,66.66
265,Республика Мордовия,2010,105.9,213.6,51.8,119.1,725.7,11294.0,613.2,21857.0,34.0,450.0,46.0,69.25
46,Республика Мордовия,2011,106.5,218.2,51.8,110.25,710.3,11948.0,596.6,16295.0,34.0,476.0,42.0,70.11
132,Республика Мордовия,2012,104.1,230.4,52.6,110.25,691.3,13081.0,579.7,15973.0,50.0,585.0,39.0,70.72
218,Республика Мордовия,2013,101.4,230.3,53.5,119.8,713.5,14433.0,586.2,15973.0,36.0,707.0,35.0,70.56
304,Республика Мордовия,2014,93.0,244.3,54.0,117.4,684.5,16134.0,563.4,16078.0,35.0,737.0,34.0,71.38
266,Республика Мордовия,2015,81.5,244.4,53.7,115.4,683.7,17588.0,525.9,21857.0,32.0,381.0,30.0,72.06
390,Республика Мордовия,2016,80.5,247.8,53.6,112.7,658.9,17698.0,509.1,16538.0,41.0,361.0,30.0,72.25
476,Республика Мордовия,2017,77.9,244.9,53.3,113.9,682.6,18065.0,443.2,16538.0,54.0,506.0,26.0,73.4
267,Республика Мордовия,2019,78.8,265.5,53.4,108.7,678.8,19748.0,436.1,21857.0,51.0,324.0,5.5,73.95
268,Республика Мордовия,2020,80.5,276.7,54.6,109.0,694.5,20635.0,544.0,21857.0,59.0,323.0,5.2,71.6
269,Республика Мордовия,2021,79.4,278.4,56.0,107.7,767.4,22906.0,623.5,21857.0,53.0,368.0,5.0,70.24
438,Республика Саха (Якутия),2005,152.6,272.9,49.3,135.1,881.7,11350.0,773.6,25856.0,163.0,328.0,79.0,64.68
439,Республика Саха (Якутия),2010,114.9,270.0,57.1,132.5,1023.4,23088.0,725.5,25742.0,161.0,403.0,86.0,66.75
77,Республика Саха (Якутия),2011,114.1,281.2,56.8,110.25,1047.4,25617.0,679.0,25742.0,157.0,417.0,87.0,67.67
163,Республика Саха (Якутия),2012,112.9,279.2,55.9,110.25,1066.5,28701.0,649.4,25742.0,161.0,433.0,81.0,67.93
249,Республика Саха (Якутия),2013,113.0,284.6,56.3,137.4,1107.0,31528.0,590.6,25082.0,165.0,450.0,76.0,69.13
335,Республика Саха (Якутия),2014,111.7,283.1,56.9,134.4,1098.1,34205.0,571.2,25082.0,307.0,430.0,79.0,69.81
440,Республика Саха (Якутия),2015,105.7,286.0,55.2,131.6,1026.6,37013.0,552.8,27178.0,287.0,478.0,85.0,70.29
421,Республика Саха (Якутия),2016,98.2,294.5,56.0,131.3,1043.8,38937.0,532.2,25728.0,257.0,479.0,50.0,70.84
507,Республика Саха (Якутия),2017,98.7,303.0,60.5,141.8,1021.1,39765.0,516.7,26468.0,244.0,410.0,48.0,71.68
441,Республика Саха (Якутия),2019,95.7,295.7,61.6,139.1,1032.9,45528.0,465.2,24654.0,288.0,373.0,83.0,73.0
442,Республика Саха (Якутия),2020,86.5,284.6,60.3,135.4,899.6,46344.0,538.4,22921.0,286.0,479.0,74.0,71.1
443,Республика Саха (Якутия),2021,85.2,285.9,60.0,132.8,1053.8,50369.0,554.8,22319.0,390.0,435.0,75.0,69.98
234,Республика Северная Осетия – Алания,2005,101.6,260.0,66.1,100.4,598.8,4669.0,653.9928240740742,21857.0,6.0,235.0,96.0,69.6
235,Республика Северная Осетия – Алания,2010,100.1,218.0,70.8,103.8,646.5,13193.0,653.9928240740742,21857.0,6.0,215.0,82.0,72.65
41,Республика Северная Осетия – Алания,2011,105.0,236.3,74.5,110.25,685.5,13757.0,442.1,11401.0,4.0,209.0,87.0,69.9
127,Республика Северная Осетия – Алания,2012,106.7,240.6,71.0,110.25,677.0,16165.0,381.7,11541.0,4.0,210.0,87.0,69.9
213,Республика Северная Осетия – Алания,2013,93.3,241.6,71.7,111.5,698.4,17788.0,388.5,11541.0,5.0,126.0,87.0,69.9
299,Республика Северная Осетия – Алания,2014,87.9,241.9,70.3,108.5,709.6,19820.0,396.4,11481.0,3.0,147.0,87.0,69.9
236,Республика Северная Осетия – Алания,2015,88.6,264.8,64.5,111.1,707.3,21804.0,653.9928240740742,21857.0,5.0,151.0,88.0,74.2
385,Республика Северная Осетия – Алания,2016,90.1,262.6,66.6,114.1,722.6,22357.0,367.1,11638.0,5.0,180.0,87.0,69.9
471,Республика Северная Осетия – Алания,2017,90.4,267.9,69.2,111.7,746.4,22773.0,347.5,11638.0,4.0,179.0,87.0,69.9
237,Республика Северная Осетия – Алания,2019,87.5,275.6,68.2,110.0,629.5,24522.0,653.9928240740742,21857.0,7.0,13.0,90.0,75.75
238,Республика Северная Осетия – Алания,2020,96.4,276.6,69.9,109.4,636.6,23963.0,653.9928240740742,21857.0,10.0,4.0,91.0,74.08
239,Республика Северная Осетия – Алания,2021,78.6,274.8,68.2,103.4,606.3,25885.0,653.9928240740742,21857.0,10.0,4.0,90.0,72.47
270,Республика Татарстан,2005,107.1,226.8,44.9,114.2,804.5,7383.0,674.6,21857.0,240.0,311.0,529.0,67.93
271,Республика Татарстан,2010,77.6,223.9,44.2,106.5,846.2,18424.0,550.5,21857.0,263.0,329.0,490.0,70.42
47,Республика Татарстан,2011,76.7,241.6,44.2,110.25,849.8,20223.0,529.8,104469.0,278.0,322.0,498.0,71.3
133,Республика Татарстан,2012,74.8,248.3,41.9,110.25,845.2,24004.0,505.8,103545.0,288.0,310.0,480.0,71.8
219,Республика Татарстан,2013,71.6,243.5,41.4,106.7,831.6,26161.0,499.4,103545.0,298.0,521.0,467.0,72.12
305,Республика Татарстан,2014,65.9,264.7,42.1,106.4,841.1,29830.0,509.4,108073.0,294.0,427.0,439.0,72.17
272,Республика Татарстан,2015,65.8,238.3,40.6,111.9,804.2,32404.0,477.1,21857.0,294.0,437.0,382.0,72.81
391,Республика Татарстан,2016,65.2,240.5,40.2,111.8,792.3,32614.0,440.5,114717.0,338.0,495.0,325.0,73.64
477,Республика Татарстан,2017,63.4,242.6,41.5,111.2,794.0,31719.0,417.2,114717.0,286.0,463.0,320.0,74.2
273,Республика Татарстан,2019,63.1,240.5,42.8,110.6,799.0,35733.0,392.7,21857.0,290.0,261.0,286.0,75.03
274,Республика Татарстан,2020,63.9,242.6,44.3,110.7,800.6,35694.0,477.6,21857.0,325.0,252.0,276.0,72.61
275,Республика Татарстан,2021,64.0,241.5,44.4,109.6,838.6,39679.0,526.5,21857.0,323.0,241.0,263.0,71.28
378,Республика Тыва,2005,170.9,303.5,42.8,137.7,687.7,4162.0,1294.4,4022.0,24.0,41.0,8.0,55.84
379,Республика Тыва,2010,143.9,329.2,45.6,138.9,583.2,10160.0,1007.7,3782.0,23.0,32.0,9.0,60.45
67,Республика Тыва,2011,142.6,331.6,46.0,110.25,615.2,10963.0,918.5,3782.0,19.0,20.0,9.0,61.39
153,Республика Тыва,2012,136.1,335.6,47.0,110.25,622.4,12014.0,947.5,3782.0,20.0,22.0,8.0,61.09
239,Республика Тыва,2013,135.7,341.3,47.8,139.7,647.8,13472.0,944.7,3696.0,19.0,15.0,7.0,61.79
325,Республика Тыва,2014,131.3,339.0,46.9,146.1,711.9,14083.0,943.5,3696.0,19.0,19.0,7.0,61.79
380,Республика Тыва,2015,126.5,328.8,48.9,144.0,664.8,15572.0,880.5,3692.0,20.0,13.0,9.0,63.13
411,Республика Тыва,2016,119.5,326.4,50.2,151.0,604.8,14111.0,830.8,3774.0,19.0,13.0,12.0,64.21
497,Республика Тыва,2017,113.7,315.1,52.9,149.8,643.3,14048.0,729.1,3822.0,20.0,15.0,6.0,66.29
381,Республика Тыва,2019,107.5,304.7,49.7,145.8,614.3,16618.0,652.1,3614.0,5.0,8.0,8.0,67.57
382,Республика Тыва,2020,106.7,298.6,50.6,147.6,614.1,18975.0,698.1,3524.0,5.0,10.0,8.0,66.25
383,Республика Тыва,2021,112.4,296.6,50.2,147.0,651.5,20652.0,689.5,3527.0,7.0,10.0,6.0,66.87
384,Республика Хакасия,2005,108.4,323.2,37.8,106.3,812.3,5177.0,1099.9,9267.0,96.0,229.0,50.0,61.11
385,Республика Хакасия,2010,90.6,322.3,38.1,112.2,802.9,12806.0,713.3,10258.0,96.0,169.0,38.0,67.1
68,Республика Хакасия,2011,85.5,324.5,37.9,110.25,820.8,14223.0,689.6,10258.0,90.0,144.0,36.0,67.75
154,Республика Хакасия,2012,84.3,330.6,38.6,110.25,834.1,16012.0,662.7,10258.0,94.0,188.0,34.0,67.64
240,Республика Хакасия,2013,82.1,325.4,39.8,109.4,870.8,17876.0,645.2,10653.0,90.0,184.0,30.0,68.57
326,Республика Хакасия,2014,78.4,327.4,40.0,108.3,909.2,18385.0,657.3,10653.0,84.0,189.0,30.0,68.83
386,Республика Хакасия,2015,74.8,326.8,39.0,107.8,835.5,19116.0,667.0,11901.0,89.0,172.0,29.0,68.68
412,Республика Хакасия,2016,72.0,324.3,41.5,107.8,859.6,21034.0,642.1,10942.0,92.0,177.0,24.0,69.33
498,Республика Хакасия,2017,71.7,332.6,43.1,108.6,921.0,21209.0,582.5,11467.0,115.0,174.0,24.0,70.21
387,Республика Хакасия,2019,69.9,353.7,42.3,105.7,924.7,22691.0,574.6,8186.0,105.0,143.0,28.0,71.05
388,Республика Хакасия,2020,74.9,354.9,40.1,104.5,837.8,23843.0,615.0,7950.0,110.0,214.0,26.0,70.06
389,Республика Хакасия,2021,71.4,352.4,41.2,106.4,969.2,26068.0,676.0,7809.0,110.0,204.0,29.0,68.49
204,Ростовская область,2005,100.6,223.1,37.5,88.3,795.3,6360.0,686.0,107115.0,146.0,720.0,282.0,66.99
205,Ростовская область,2010,87.2,231.0,38.6,91.8,790.4,14647.0,581.9,90703.0,176.0,869.0,270.0,69.72
35,Ростовская область,2011,90.8,233.1,39.8,110.25,816.9,16010.0,560.0,91802.0,154.0,882.0,235.0,70.28
121,Ростовская область,2012,89.8,235.8,40.3,110.25,819.0,18107.0,514.8,87457.0,200.0,1101.0,253.0,71.02
207,Ростовская область,2013,89.2,238.0,38.6,92.1,817.0,20995.0,501.6,88144.0,193.0,1101.0,236.0,71.39
293,Ростовская область,2014,80.6,237.5,38.4,89.8,820.4,23355.0,519.0,89473.0,194.0,1232.0,262.0,71.3
206,Ростовская область,2015,81.4,238.1,37.7,91.1,801.2,25825.0,496.7,91701.0,165.0,978.0,238.0,71.9
379,Ростовская область,2016,81.6,242.7,37.4,89.5,811.3,27112.0,489.5,90596.0,169.0,978.0,253.0,72.2
465,Ростовская область,2017,80.8,239.5,37.5,88.5,829.0,27677.0,448.2,87817.0,195.0,1165.0,216.0,73.03
207,Ростовская область,2019,79.3,242.2,37.1,88.2,821.2,30866.0,428.7,82455.0,158.0,849.0,202.0,73.69
208,Ростовская область,2020,78.3,246.1,38.7,87.6,746.9,31519.0,493.0,75575.0,175.0,730.0,188.0,72.04
209,Ростовская область,2021,78.6,256.8,39.1,85.4,894.6,35041.0,579.9,70966.0,177.0,861.0,198.0,69.79
66,Рязанская область,2005,118.7,228.5,53.3,117.4,651.3,4775.0,1004.9,31931.0,141.0,454.0,20.0,64.11
67,Рязанская область,2010,99.2,236.5,56.8,113.9,701.7,13886.0,745.5,33642.0,134.0,538.0,89.0,67.81
10,Рязанская область,2011,98.3,224.5,57.3,110.25,703.5,14788.0,677.6,33594.0,122.0,506.0,84.0,69.34
96,Рязанская область,2012,96.8,247.8,52.3,110.25,706.9,17652.0,629.9,33048.0,124.0,464.0,86.0,69.86
182,Рязанская область,2013,88.9,248.4,51.6,110.2,689.4,19828.0,582.1,33252.0,103.0,493.0,85.0,70.74
268,Рязанская область,2014,80.8,252.8,52.1,108.9,696.2,21988.0,602.0,33926.0,108.0,638.0,81.0,70.8
68,Рязанская область,2015,79.1,253.8,47.9,108.5,695.0,23690.0,560.5,33873.0,98.0,765.0,82.0,71.46
354,Рязанская область,2016,79.3,263.7,51.8,112.3,704.9,24582.0,558.8,32556.0,99.0,570.0,80.0,71.87
440,Рязанская область,2017,78.7,257.7,50.7,107.9,686.0,24789.0,506.7,29801.0,96.0,572.0,76.0,72.7
69,Рязанская область,2019,76.7,266.2,52.6,110.8,730.4,26886.0,493.2,26174.0,102.0,532.0,75.0,73.2
70,Рязанская область,2020,77.1,273.8,54.0,108.5,707.0,27328.0,605.1,24274.0,77.0,273.0,71.0,70.95
71,Рязанская область,2021,77.5,588.9,55.0,108.8,776.6,30495.0,714.6,23381.0,97.0,1241.0,78.0,68.61
318,Самарская область,2005,87.0,225.1,48.2,97.4,855.3,9264.0,789.2,21857.0,321.0,487.0,465.0,66.05
319,Самарская область,2010,82.1,239.0,47.7,93.2,944.5,20223.0,688.3,21857.0,308.0,367.0,397.0,68.13
55,Самарская область,2011,89.7,256.4,49.4,110.25,1019.1,21756.0,664.9,102705.0,292.0,455.0,395.0,69.02
141,Самарская область,2012,87.0,247.9,47.3,110.25,997.2,24696.0,640.1,101930.0,276.0,449.0,362.0,69.65
227,Самарская область,2013,87.8,248.9,47.7,91.7,1043.6,26865.0,672.0,101930.0,261.0,434.0,351.0,69.4
313,Самарская область,2014,82.8,246.1,46.3,97.8,1016.0,26062.0,672.7,102789.0,266.0,502.0,346.0,69.63
320,Самарская область,2015,78.4,247.0,45.4,96.2,1033.7,27914.0,629.8,21857.0,261.0,400.0,366.0,70.35
399,Самарская область,2016,76.2,248.7,45.9,94.1,975.7,26800.0,596.8,107597.0,253.0,302.0,368.0,71.08
485,Самарская область,2017,74.0,259.9,47.9,95.3,912.1,26988.0,564.4,107597.0,251.0,303.0,399.0,71.73
321,Самарская область,2019,72.9,262.1,48.8,93.5,881.0,29422.0,523.9,21857.0,254.0,429.0,366.0,72.77
322,Самарская область,2020,74.6,268.5,49.4,92.6,822.9,29973.0,611.5,21857.0,255.0,463.0,358.0,70.45
323,Самарская область,2021,74.4,270.7,49.2,91.7,923.4,32663.0,669.0,21857.0,235.0,224.0,359.0,69.33
324,Саратовская область,2005,105.5,240.3,52.7,113.2,688.4,5056.0,804.2,21857.0,182.0,380.0,237.0,65.87
325,Саратовская область,2010,91.3,250.7,52.0,110.8,749.6,12147.0,638.8,21857.0,95.0,501.0,24.0,68.89
56,Саратовская область,2011,98.5,259.7,53.0,110.25,756.4,13097.0,604.7,54009.0,109.0,457.0,18.0,69.86
142,Саратовская область,2012,98.9,264.4,52.8,110.25,738.3,14280.0,588.3,49881.0,128.0,422.0,112.0,70.27
228,Саратовская область,2013,97.6,267.9,53.5,111.0,763.5,16035.0,572.3,49881.0,99.0,483.0,84.0,70.67
314,Саратовская область,2014,95.3,270.9,53.2,110.5,736.6,17941.0,570.5,49057.0,120.0,405.0,17.0,70.95
326,Саратовская область,2015,98.3,276.1,48.6,108.2,751.2,20111.0,547.5,21857.0,118.0,253.0,13.0,71.4
400,Саратовская область,2016,99.0,269.1,48.0,107.2,749.4,19411.0,499.3,50203.0,110.0,317.0,13.0,72.07
486,Саратовская область,2017,101.0,276.3,50.4,108.9,727.9,19825.0,473.4,50203.0,123.0,389.0,10.0,72.88
327,Саратовская область,2019,100.0,288.4,50.8,109.6,735.5,22760.0,487.8,21857.0,120.0,255.0,98.0,73.07
328,Саратовская область,2020,97.0,288.7,51.4,108.5,718.4,24095.0,575.6,21857.0,127.0,340.0,90.0,71.14
329,Саратовская область,2021,98.0,295.7,51.6,107.9,783.6,26228.0,650.2,21857.0,117.0,369.0,90.0,69.08
480,Сахалинская область,2005,146.9,259.2,44.0,127.0,912.6,12640.0,1190.8,15146.0,89.0,394.0,52.0,60.57
481,Сахалинская область,2010,142.2,257.5,49.1,132.7,924.7,30727.0,918.5,16605.0,100.0,406.0,46.0,64.9
83,Сахалинская область,2011,144.1,265.1,50.9,110.25,885.2,32268.0,886.9,16605.0,92.0,398.0,46.0,65.68
169,Сахалинская область,2012,135.5,258.5,51.2,110.25,902.3,32721.0,825.9,16605.0,87.0,275.0,44.0,66.63
255,Сахалинская область,2013,129.3,249.5,52.3,143.5,824.8,39971.0,737.0,16676.0,77.0,107.0,33.0,67.7
341,Сахалинская область,2014,123.8,245.3,49.2,129.9,770.2,44690.0,743.6,16676.0,65.0,48.0,30.0,67.89
482,Сахалинская область,2015,118.9,249.1,54.1,145.5,800.6,47872.0,740.5,17777.0,72.0,39.0,29.0,67.99
427,Сахалинская область,2016,116.7,246.0,56.0,135.3,839.9,49601.0,720.5,16926.0,77.0,51.0,34.0,68.66
513,Сахалинская область,2017,117.6,251.1,58.4,135.6,786.0,48727.0,601.7,17278.0,105.0,50.0,33.0,70.19
483,Сахалинская область,2019,113.8,260.3,63.6,136.8,683.8,59016.0,610.1,15048.0,57.0,30.0,25.0,70.28
484,Сахалинская область,2020,115.2,263.2,64.6,139.7,629.6,60797.0,654.2,14213.0,64.0,62.0,26.0,69.73
485,Сахалинская область,2021,114.5,268.7,65.5,138.8,678.0,63854.0,724.0,13441.0,62.0,71.0,27.0,68.42
342,Свердловская область ,2005,109.1,263.2,42.4,111.4,718.2,9022.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,64.47
343,Свердловская область ,2010,101.6,279.2,45.7,112.2,727.8,22194.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.81
59,Свердловская область ,2011,100.1,281.1,45.4,110.25,739.7,24893.0,632.4,21857.0,94.5,147.0,87.0,69.29
145,Свердловская область ,2012,99.7,297.4,42.7,110.25,734.1,27852.0,632.4,21857.0,94.5,147.0,87.0,69.5
231,Свердловская область ,2013,98.0,298.8,44.5,112.1,766.8,31013.0,632.4,21857.0,94.5,147.0,87.0,69.81
317,Свердловская область ,2014,93.6,295.7,43.8,111.1,747.8,32157.0,632.4,21857.0,94.5,147.0,87.0,69.76
344,Свердловская область ,2015,90.8,286.4,42.4,110.6,728.1,34113.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,69.83
403,Свердловская область ,2016,87.7,285.9,42.9,110.2,752.1,35166.0,632.4,21857.0,94.5,147.0,87.0,70.02
489,Свердловская область ,2017,85.2,287.6,42.0,108.1,748.7,35289.0,632.4,21857.0,94.5,147.0,87.0,71.23
345,Свердловская область ,2019,85.0,298.8,43.7,109.3,777.0,39095.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,71.81
346,Свердловская область ,2020,87.3,323.9,45.4,111.7,791.9,37447.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.15
347,Свердловская область ,2021,89.6,330.4,44.7,107.2,935.5,40275.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.79
72,Смоленская область,2005,125.3,250.4,59.7,111.6,768.1,5483.0,1102.1,23632.0,34.0,146.0,90.0,62.24
73,Смоленская область,2010,110.3,262.0,59.7,105.6,764.9,14546.0,840.9,25578.0,48.0,112.0,73.0,66.59
