,Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни
0,Белгородская область,2005,111.5,224.2,39.6,117.8,780.0,5276.0,618.6,21857.0,102.0,911.0,11.0,68.43
1,Белгородская область,2010,81.4,232.4,40.4,116.1,756.7,16993.0,502.9,21857.0,132.0,764.0,77.0,71.31
2,Белгородская область,2015,77.1,241.7,41.3,113.4,707.4,28043.0,465.9,21857.0,118.0,639.0,61.0,72.61
3,Белгородская область,2019,70.4,270.2,40.5,106.1,694.5,32398.0,415.8,21857.0,157.0,853.0,69.0,74.21
4,Белгородская область,2020,69.5,271.8,40.4,105.0,714.0,32884.0,499.7,21857.0,168.0,1075.0,66.0,72.37
5,Белгородская область,2021,70.9,282.9,41.9,105.5,796.4,35612.0,556.3,21857.0,156.0,874.0,61.0,70.67
6,Брянская область,2005,127.4,224.5,36.4,113.7,756.4,4788.0,1021.3,21857.0,49.0,737.0,89.0,63.4
7,Брянская область,2010,92.2,243.1,36.2,113.8,820.2,13358.0,720.2,21857.0,35.0,560.0,78.0,67.92
8,Брянская область,2015,76.8,279.9,38.0,118.1,782.1,23428.0,634.4,21857.0,37.0,435.0,58.0,70.36
9,Брянская область,2019,74.9,293.9,40.2,112.9,760.4,28422.0,567.3,21857.0,46.0,104.0,51.0,72.31
10,Брянская область,2020,75.5,300.6,40.5,112.9,767.8,28636.0,658.6,21857.0,47.0,102.0,50.0,70.63
11,Брянская область,2021,73.7,300.2,39.1,110.9,891.7,31608.0,747.6,21857.0,44.0,146.0,51.0,68.67
12,Владимирская область,2005,104.2,299.8,33.7,101.8,877.6,4107.0,1040.3,21857.0,29.0,9.0,155.0,63.51
13,Владимирская область,2010,77.3,314.9,33.1,94.6,926.8,12956.0,800.8,21857.0,35.0,14.0,129.0,67.12
14,Владимирская область,2015,86.0,341.4,33.8,99.0,937.7,22712.0,654.0,21857.0,30.0,6.0,109.0,69.82
15,Владимирская область,2019,82.9,355.6,35.1,93.0,895.2,25391.0,562.3,21857.0,54.0,10.0,94.0,71.87
16,Владимирская область,2020,84.4,361.6,36.5,92.3,932.9,25955.0,679.1,21857.0,60.0,12.0,95.0,70.03
17,Владимирская область,2021,87.3,376.4,37.5,93.9,1093.9,28489.0,758.7,21857.0,62.0,12.0,94.0,68.11
18,Воронежская область,2005,107.1,208.5,53.1,117.6,525.4,5398.0,787.5,21857.0,52.0,42.0,169.0,66.5
19,Воронежская область,2010,91.1,241.3,52.6,115.6,549.9,13883.0,617.0,21857.0,77.0,51.0,134.0,69.45
20,Воронежская область,2015,85.7,241.4,51.7,114.1,545.6,29366.0,561.5,21857.0,69.0,89.0,117.0,71.67
21,Воронежская область,2019,78.8,255.6,52.9,109.1,524.5,32022.0,474.5,21857.0,105.0,115.0,119.0,73.63
22,Воронежская область,2020,79.1,255.7,52.3,107.2,531.9,32102.0,558.1,21857.0,116.0,137.0,118.0,71.91
23,Воронежская область,2021,78.5,264.1,53.6,106.9,622.5,35100.0,657.4,21857.0,111.0,137.0,117.0,69.49
24,Ивановская область,2005,125.7,207.7,51.0,135.5,824.5,3480.0,1168.1,29121.0,40.0,30.0,144.0,62.17
25,Ивановская область,2010,104.0,276.0,51.9,103.8,897.5,11124.0,787.3,32341.0,37.0,26.0,102.0,67.09
26,Ивановская область,2015,88.9,240.4,43.8,103.5,877.5,22297.0,614.0,35612.0,33.0,17.0,70.0,70.62
27,Ивановская область,2019,81.2,253.1,44.1,100.8,931.1,25794.0,562.6,27603.0,17.0,8.0,61.0,71.84
28,Ивановская область,2020,82.2,256.7,45.4,98.7,835.5,26284.0,632.5,25839.0,25.0,6.0,62.0,70.66
29,Ивановская область,2021,83.1,258.9,44.5,96.3,967.1,28680.0,706.4,24866.0,25.0,7.0,59.0,69.02
30,Калужская область,2005,115.2,253.2,38.8,102.8,777.4,5343.0,956.6,27880.0,12.0,106.0,99.0,64.38
31,Калужская область,2010,99.8,257.6,39.6,100.9,757.9,15477.0,716.8,27135.0,12.0,134.0,92.0,68.1
32,Калужская область,2015,83.8,256.7,38.5,100.8,712.4,27434.0,600.4,28634.0,26.0,148.0,86.0,70.73
33,Калужская область,2019,73.0,279.7,42.6,97.6,788.4,31417.0,557.2,24032.0,27.0,44.0,71.0,72.35
34,Калужская область,2020,84.0,299.8,43.1,100.0,844.5,32559.0,642.8,23046.0,26.0,44.0,72.0,70.38
35,Калужская область,2021,76.7,316.4,44.3,96.3,1022.8,35028.0,698.1,22082.0,30.0,50.0,72.0,69.16
36,Костромская область,2005,158.0,214.9,36.7,122.6,682.6,4985.0,1062.1,21857.0,52.0,173.0,64.0,62.59
37,Костромская область,2010,96.6,234.2,34.6,116.4,798.9,13315.0,750.7,21857.0,54.0,45.0,47.0,67.5
38,Костромская область,2015,95.3,269.1,36.0,115.0,768.9,21939.0,592.4,21857.0,46.0,18.0,36.0,70.38
39,Костромская область,2019,94.3,283.8,38.1,114.1,739.3,25318.0,512.7,21857.0,44.0,21.0,35.0,72.35
40,Костромская область,2020,96.3,289.4,36.9,112.3,703.9,25786.0,581.4,21857.0,45.0,26.0,37.0,70.92
41,Костромская область,2021,93.7,292.5,37.3,109.7,812.5,28560.0,720.9,21857.0,41.0,29.0,39.0,68.78
42,Курская область,2005,114.2,226.9,50.0,115.7,635.8,5218.0,877.2,21857.0,27.0,26.0,34.0,65.01
43,Курская область,2010,94.0,241.4,58.0,119.2,577.6,14685.0,680.2,21857.0,41.0,40.0,37.0,68.53
44,Курская область,2015,85.4,252.1,49.0,118.3,542.6,25330.0,614.7,21857.0,31.0,37.0,11.0,70.8
45,Курская область,2019,84.9,273.3,51.3,112.3,533.9,29149.0,535.4,21857.0,58.0,28.0,11.0,72.27
46,Курская область,2020,86.7,272.5,52.7,111.3,497.8,29791.0,635.1,21857.0,53.0,31.0,11.0,70.52
47,Курская область,2021,88.1,275.8,52.8,110.1,565.0,32715.0,708.0,21857.0,56.0,43.0,8.0,68.56
48,Липецкая область,2005,132.2,302.5,39.8,126.2,710.3,5591.0,812.7,21240.0,378.0,1291.0,127.0,66.16
49,Липецкая область,2010,99.9,320.8,40.4,120.2,682.3,15936.0,682.6,21902.0,368.0,1134.0,87.0,68.59
50,Липецкая область,2015,83.1,340.7,42.5,117.7,671.0,27087.0,566.2,22283.0,328.0,1496.0,76.0,71.07
51,Липецкая область,2019,81.9,356.5,42.3,115.1,647.6,32535.0,479.7,20015.0,310.0,1167.0,76.0,73.34
52,Липецкая область,2020,83.2,353.2,41.2,113.3,643.6,32534.0,625.4,19704.0,322.0,1631.0,68.0,70.59
53,Липецкая область,2021,83.4,432.6,41.0,111.6,712.0,35124.0,735.7,18884.0,322.0,2097.0,65.0,68.58
54,Московская область,2005,110.5,259.1,34.7,82.8,595.5,7445.0,813.7,195025.0,167.0,1032.0,635.0,66.03
55,Московская область,2010,75.2,219.8,35.8,72.6,660.8,22641.0,624.2,224181.0,205.0,873.0,1309.0,69.13
56,Московская область,2015,75.7,214.3,38.0,79.9,707.5,38463.0,495.3,259804.0,221.0,1227.0,1078.0,72.26
57,Московская область,2019,81.7,242.4,42.6,78.5,687.5,47513.0,434.3,207485.0,189.0,555.0,870.0,73.86
58,Московская область,2020,84.0,239.7,46.5,81.3,751.6,47301.0,533.1,192674.0,203.0,600.0,853.0,71.67
59,Московская область,2021,72.1,248.1,46.3,80.7,825.0,53793.0,579.4,188323.0,171.0,494.0,901.0,70.35
60,Орловская область,2005,118.9,230.3,37.6,116.1,828.5,4857.0,910.9,21857.0,13.0,5.0,68.0,64.97
61,Орловская область,2010,102.1,254.2,39.9,114.7,873.9,13115.0,692.8,21857.0,23.0,6.0,50.0,68.4
62,Орловская область,2015,95.7,275.5,44.5,115.7,970.2,22104.0,625.3,21857.0,13.0,4.0,51.0,70.38
63,Орловская область,2019,88.2,291.1,44.8,115.9,1018.9,26184.0,507.9,21857.0,26.0,4.0,47.0,72.56
64,Орловская область,2020,78.0,293.4,45.2,115.6,1034.4,26990.0,646.2,21857.0,27.0,6.0,46.0,70.1
65,Орловская область,2021,78.4,299.4,45.5,113.3,1114.3,29846.0,688.0,21857.0,27.0,11.0,44.0,68.97
66,Рязанская область,2005,118.7,228.5,53.3,117.4,651.3,4775.0,1004.9,31931.0,141.0,454.0,20.0,64.11
67,Рязанская область,2010,99.2,236.5,56.8,113.9,701.7,13886.0,745.5,33642.0,134.0,538.0,89.0,67.81
68,Рязанская область,2015,79.1,253.8,47.9,108.5,695.0,23690.0,560.5,33873.0,98.0,765.0,82.0,71.46
69,Рязанская область,2019,76.7,266.2,52.6,110.8,730.4,26886.0,493.2,26174.0,102.0,532.0,75.0,73.2
70,Рязанская область,2020,77.1,273.8,54.0,108.5,707.0,27328.0,605.1,24274.0,77.0,273.0,71.0,70.95
71,Рязанская область,2021,77.5,588.9,55.0,108.8,776.6,30495.0,714.6,23381.0,97.0,1241.0,78.0,68.61
72,Смоленская область,2005,125.3,250.4,59.7,111.6,768.1,5483.0,1102.1,23632.0,34.0,146.0,90.0,62.24
73,Смоленская область,2010,110.3,262.0,59.7,105.6,764.9,14546.0,840.9,25578.0,48.0,112.0,73.0,66.59
74,Смоленская область,2015,98.5,281.4,50.1,106.0,685.6,23653.0,661.5,27754.0,59.0,107.0,58.0,69.74
75,Смоленская область,2019,94.7,302.5,51.6,101.9,702.3,27485.0,563.4,27251.0,53.0,103.0,46.0,71.89
76,Смоленская область,2020,94.4,303.8,51.0,99.9,686.3,28256.0,670.6,25002.0,58.0,259.0,45.0,70.1
77,Смоленская область,2021,94.3,308.6,50.7,97.6,750.8,30731.0,763.2,24211.0,55.0,215.0,43.0,68.0
78,Тамбовская область,2005,122.4,242.8,33.7,109.8,726.6,5292.0,867.3,16216.0,27.0,10.0,59.0,65.61
79,Тамбовская область,2010,100.3,250.5,34.0,107.3,706.2,13631.0,678.9,19063.0,46.0,10.0,13.0,69.22
80,Тамбовская область,2015,81.6,268.1,35.8,109.4,646.8,24865.0,564.4,18414.0,56.0,18.0,41.0,71.67
81,Тамбовская область,2019,76.1,289.0,40.3,110.6,614.5,28154.0,495.3,16022.0,73.0,14.0,43.0,73.56
82,Тамбовская область,2020,73.9,295.5,42.4,112.1,624.9,27892.0,586.4,15057.0,69.0,13.0,41.0,71.78
83,Тамбовская область,2021,74.9,296.5,45.1,115.0,718.9,30241.0,666.2,14114.0,68.0,12.0,43.0,69.88
84,Тверская область,2005,124.8,202.2,51.6,106.4,747.7,5606.0,1192.3,21857.0,43.0,19.0,79.0,61.55
85,Тверская область,2010,108.4,209.9,53.1,104.5,833.8,13873.0,879.0,21857.0,60.0,30.0,99.0,65.9
86,Тверская область,2015,95.3,219.6,43.4,101.2,903.1,23672.0,723.3,21857.0,60.0,28.0,84.0,69.1
87,Тверская область,2019,92.4,242.3,45.4,96.9,867.3,27212.0,598.4,21857.0,67.0,53.0,68.0,71.24
88,Тверская область,2020,92.0,239.9,45.9,94.2,822.9,27692.0,693.1,21857.0,97.0,51.0,66.0,69.76
89,Тверская область,2021,93.7,245.0,46.8,95.2,933.7,30528.0,807.5,21857.0,63.0,160.0,73.0,67.87
90,Тульская область,2005,138.4,229.2,33.9,114.7,737.3,4988.0,1128.8,35768.0,148.0,425.0,252.0,62.97
91,Тульская область,2010,106.2,244.2,33.1,102.8,726.6,15349.0,811.4,37821.0,167.0,597.0,196.0,67.11
92,Тульская область,2015,87.2,252.5,35.2,101.1,719.7,25460.0,660.0,35991.0,149.0,494.0,164.0,70.06
93,Тульская область,2019,88.4,272.5,38.5,100.7,727.7,28561.0,559.6,31459.0,107.0,727.0,154.0,72.21
94,Тульская область,2020,86.1,274.1,39.9,100.6,741.7,29396.0,665.7,27483.0,119.0,615.0,152.0,70.2
95,Тульская область,2021,87.3,276.3,41.1,98.4,813.9,32131.0,723.9,25721.0,116.0,424.0,135.0,68.97
96,Ярославская область,2005,131.2,257.0,58.1,110.4,902.6,6321.0,1031.0,21857.0,93.0,60.0,287.0,63.93
97,Ярославская область,2010,115.2,273.3,62.9,109.0,906.6,14491.0,714.2,21857.0,81.0,53.0,240.0,68.39
98,Ярославская область,2015,94.3,267.6,52.7,106.2,857.5,26613.0,585.1,21857.0,91.0,51.0,201.0,70.98
99,Ярославская область,2019,86.9,269.0,50.3,93.7,924.9,28667.0,506.8,21857.0,92.0,16.0,169.0,72.92
100,Ярославская область,2020,91.5,290.5,55.2,95.0,818.6,29527.0,616.2,21857.0,84.0,19.0,159.0,70.94
101,Ярославская область,2021,96.4,294.7,54.4,95.6,955.3,33124.0,701.9,21857.0,87.0,15.0,148.0,69.07
102,г. Москва,2005,96.0,335.2,72.7,90.8,679.6,24014.0,485.4,1221514.0,89.0,87.0,1959.0,71.59
103,г. Москва,2010,93.4,322.5,77.7,99.4,696.6,44051.0,389.3,1161505.0,63.0,74.0,909.0,74.15
104,г. Москва,2015,67.6,313.7,55.7,90.8,631.4,60535.0,340.7,1171307.0,63.0,42.0,818.0,76.77
105,г. Москва,2019,65.1,309.1,61.2,83.8,658.2,75891.0,313.5,720314.0,75.0,93.0,820.0,78.36
106,г. Москва,2020,71.6,328.0,69.9,90.3,632.6,78106.0,374.0,620458.0,60.0,117.0,799.0,76.2
107,г. Москва,2021,63.5,354.6,72.9,89.0,715.8,88831.0,423.2,569398.0,63.0,182.0,807.0,74.55
108,Республика Карелия,2005,120.9,243.1,50.5,131.3,1027.1,7278.0,1191.9,21857.0,129.0,154.0,205.0,61.84
109,Республика Карелия,2010,106.0,248.9,50.4,128.0,1078.8,16046.0,908.0,21857.0,108.0,140.0,190.0,66.42
110,Республика Карелия,2015,77.9,274.3,48.4,114.5,1114.3,25859.0,749.7,21857.0,96.0,72.0,205.0,69.16
111,Республика Карелия,2019,74.9,298.1,51.7,114.2,1165.7,30854.0,618.7,21857.0,122.0,98.0,222.0,71.46
112,Республика Карелия,2020,78.4,298.3,52.9,110.7,1067.7,32596.0,744.2,21857.0,129.0,129.0,171.0,69.63
113,Республика Карелия,2021,76.2,306.0,53.5,108.4,1246.9,35173.0,853.1,21857.0,136.0,149.0,121.0,67.31
114,Республика Коми,2005,115.4,343.4,45.0,139.3,960.4,11452.0,1069.3,21812.0,671.0,323.0,133.0,62.12
115,Республика Коми,2010,111.7,367.9,47.5,145.6,1035.2,22260.0,796.6,23290.0,595.0,363.0,117.0,66.87
116,Республика Коми,2015,103.3,397.2,48.4,153.4,1072.0,31221.0,701.1,21569.0,612.0,364.0,117.0,69.4
117,Республика Коми,2019,97.6,409.5,51.4,143.7,1082.0,35428.0,608.3,16757.0,392.0,322.0,269.0,71.3
118,Республика Коми,2020,96.4,407.0,51.0,143.6,924.3,36687.0,658.3,15563.0,350.0,274.0,171.0,70.3
119,Республика Коми,2021,90.8,426.8,50.1,142.3,1043.8,38880.0,748.6,14143.0,370.0,282.0,176.0,68.32
120,Ненецкий автономный округ,2005,126.4,205.9,39.1,89.2,1632.4,21502.0,893.9,982.0,56.0,549.6728888888889,1.2,62.97
121,Ненецкий автономный округ,2010,122.3,262.4,44.4,114.0,1813.8,52270.0,908.1,1145.0,282.0,549.6728888888889,0.3,64.92
122,Ненецкий автономный округ,2015,107.2,266.7,46.5,126.8,1421.4,72146.0,590.0,1147.0,102.0,549.6728888888889,0.0,71.0
123,Ненецкий автономный округ,2019,79.3,273.4,51.5,140.8,1386.2,81041.0,578.3,974.0,67.0,549.6728888888889,0.1,73.19
124,Ненецкий автономный округ,2020,74.1,303.0,51.1,128.9,1179.0,84171.0,629.2,936.0,59.0,549.6728888888889,0.1,70.4
125,Ненецкий автономный округ,2021,74.3,261.3,53.2,124.6,1188.0,86431.0,565.4,951.0,56.0,549.6728888888889,0.0,69.39
126,Архангельская область без автономного округа,2005,122.4,342.6,53.7,142.9,903.0,25860.23717948718,653.9928240740738,23797.0,259.0,549.6728888888889,464.0,69.34333333333336
127,Архангельская область без автономного округа,2010,101.9,358.5,57.0,139.6,1021.4,25860.23717948718,653.9928240740738,25344.0,263.0,549.6728888888889,415.0,69.34333333333336
128,Архангельская область без автономного округа,2015,97.4,383.3,53.5,137.9,1015.9,25860.23717948718,653.9928240740738,25049.0,158.0,549.6728888888889,330.0,69.34333333333336
129,Архангельская область без автономного округа,2019,84.0,405.6,55.6,126.9,980.2,25860.23717948718,653.9928240740738,20009.0,137.0,549.6728888888889,323.0,69.34333333333336
130,Архангельская область без автономного округа,2020,80.8,405.9,55.0,125.1,945.6,25860.23717948718,653.9928240740738,18936.0,131.0,549.6728888888889,321.0,69.34333333333336
131,Архангельская область без автономного округа,2021,83.0,417.9,55.6,121.7,1028.0,25860.23717948718,653.9928240740738,17772.0,141.0,549.6728888888889,293.0,69.34333333333336
132,Вологодская область,2005,116.8,276.7,35.3,120.2,803.1,6345.0,1045.7,31420.0,478.0,1636.0,172.0,63.18
133,Вологодская область,2010,89.5,287.4,34.6,115.9,886.3,14115.0,803.8,38566.0,474.0,1773.0,152.0,67.08
134,Вологодская область,2015,84.3,300.9,35.2,110.8,889.4,24991.0,623.8,45435.0,461.0,1326.0,145.0,70.4
135,Вологодская область,2019,77.0,309.6,35.5,108.6,996.3,28418.0,548.2,36136.0,413.0,697.0,78.0,71.82
136,Вологодская область,2020,77.1,315.7,36.1,108.1,948.1,29682.0,632.3,34632.0,377.0,826.0,67.0,70.71
137,Вологодская область,2021,77.0,321.7,35.7,106.9,1101.8,31851.0,697.8,33554.0,380.0,822.0,67.0,69.08
138,Калининградская область,2005,105.0,217.2,35.7,83.7,702.7,6481.0,653.9928240740738,21857.0,28.0,5.0,139.0,61.48
139,Калининградская область,2010,78.0,218.3,34.5,77.5,799.9,16040.0,653.9928240740738,21857.0,29.0,13.0,88.0,68.75
140,Калининградская область,2015,88.4,260.7,44.6,88.1,701.5,25510.0,653.9928240740738,21857.0,20.0,26.0,107.0,70.58
141,Калининградская область,2019,81.5,274.5,46.5,85.0,748.8,29098.0,653.9928240740738,21857.0,23.0,27.0,107.0,73.56
142,Калининградская область,2020,77.8,268.5,46.6,82.8,690.8,29621.0,653.9928240740738,21857.0,21.0,55.0,105.0,72.93
143,Калининградская область,2021,77.7,267.7,48.4,82.5,773.5,32010.0,653.9928240740738,21857.0,23.0,65.0,91.0,70.99
144,Ленинградская область,2005,88.8,245.6,30.6,73.6,518.7,5687.0,1125.6,21857.0,210.9077922077922,549.6728888888889,356.0,62.43
145,Ленинградская область,2010,73.7,241.5,34.4,75.8,548.5,14798.0,744.4,21857.0,210.9077922077922,549.6728888888889,291.0,68.09
146,Ленинградская область,2015,66.0,244.3,33.6,75.4,617.0,25541.0,587.4,21857.0,210.9077922077922,549.6728888888889,269.0,71.23
147,Ленинградская область,2019,61.4,255.9,37.1,73.5,692.0,32371.0,511.1,21857.0,210.9077922077922,549.6728888888889,248.0,73.64
148,Ленинградская область,2020,59.6,256.1,37.1,71.5,678.6,33235.0,593.0,21857.0,210.9077922077922,549.6728888888889,245.0,71.53
